FAMSUP,STUBEHA,STAFFSHORT,PROPSUPP,SCHSIZE,RATCMP1,BULLIED,LANGN_Italian,LANGN_Other,REPEAT_Never repeated,REPEAT_Repeated at lease once,SCHLTYPE_Private Government-dependent,SCHLTYPE_Private independent,SCHLTYPE_Public,IMMIG_Immig student,IMMIG_Native student,external_evaluation_Missing,external_evaluation_No,"external_evaluation_Yes, based on school initiative","external_evaluation_Yes, this is mandatory, e.g. based on district or ministry policies",Gender_Female,Gender_Male,additional_math_classes_Missing,additional_math_classes_No,additional_math_classes_Yes,PROGN_Academic,PROGN_Technical,PROGN_Vocational,CLSIZE,math_grouping,degree_of_competition,municipality_size,EDUSHORT_binned,ESCS,INSTLEAD,TEACHBEHA,DIGPREP,STRESAGR,EMOCOAGR,ANXMAT,COOPAGR,PERSEVAGR,BELONG,SCHAUTO_ORDINAL,track_student_attendance,PROATCE,SCSUPRTED,PROBSCRI
-0.06002979517410768,-0.249193262811889,0.4317165034277362,1.5459044027511795,-1.075620663991122,-0.9803229403001895,-0.9440440991232579,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,-0.6688,-0.37166,-0.020560000000000002,-0.43776000000000004,0.2047,0.5772,0.133,-0.0917,-0.5454,-0.338,2.0,1,1,1,1
-0.019366864848532176,-0.33927357155609283,0.49053247676989475,0.1755132581502951,0.503993959023973,0.28860125719231366,1.189763590160072,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,-1.9365,-0.30772,-0.27924,0.28681999999999996,-3.2347,-1.6022,1.4533,1.3122,2.1846,-1.2477,2.0,1,1,1,1
0.24128014138792878,-0.2651466981473056,0.09124145989921485,0.5344830762206878,0.32749087957599016,-0.34230366183172234,1.38786849081443,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,-1.0251,0.11617999999999998,-0.13943999999999998,-0.07214000000000002,0.2824,1.3998,-0.3744,0.4192,0.1407,-0.8575,2.0,1,1,1,1
-1.3440981439757944,0.2747437136506804,1.0317242880515836,0.12622340000651996,-0.21157773698835247,-1.1507948959401413,1.325302684528456,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.3208,-0.11548000000000003,-0.32302,0.13538,-0.2036,0.2311,-1.6297,-0.1565,-0.3688,-0.1879,2.0,1,1,1,1
-1.3425862832260052,0.2092913000571366,0.3524600896924975,-0.8158270524286888,0.1680389749129481,0.18437498368629923,1.950518119634575,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,-0.8092,-1.01676,-0.38659999999999994,-0.32884,-0.8234,-0.78644,1.1606,-1.2556,-1.5144,-1.1314,2.0,1,1,1,1
-0.019366864848532176,-0.33927357155609283,0.49053247676989475,1.5459044027511795,-1.075620663991122,-0.9803229403001895,-0.9440440991232579,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,-1.8894,-0.27505999999999997,-0.13634000000000007,0.6043799999999999,0.0557,0.0518,2.5026,3.6994,0.4536,0.2272,2.0,1,1,1,1
1.5409599416081778,-0.1120437172405424,1.2289155466648514,1.5459044027511795,-1.075620663991122,-0.9803229403001895,-0.9440440991232579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,-1.0054,-0.72896,-0.50476,-0.44017999999999996,-0.5307,-0.9674,-1.1715,1.7259,1.5156,2.1143,2.0,1,1,1,1
-0.18125823038689676,-0.7466524533854338,0.5096628495957282,1.6312756023772903,0.7212974216412882,0.44355337486196095,0.3975896890609361,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,-0.6054,-0.7608599999999999,-0.28296,-0.7767000000000001,1.1687,-0.6043,0.6387,1.607,-0.3594,0.3249,2.0,1,1,1,1
0.06974911060056972,0.15873514113534123,1.0255949900391057,1.5459044027511795,-1.075620663991122,-0.9803229403001895,-0.9440440991232579,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,-1.0601,-0.38164,-0.5486599999999999,-0.22824,-1.498,-1.2185,1.0508,0.6558,0.5842,1.1471,2.0,1,1,1,1
-0.019366864848532176,-0.33927357155609283,0.49053247676989475,1.5459044027511795,-1.075620663991122,-0.9803229403001895,-0.9440440991232579,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,-2.0098,-0.16296,0.09197999999999998,-0.03662,0.4705,0.3021,0.162,-0.7325,-0.337,-0.4814,2.0,1,1,1,1
0.5608224711557405,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,-0.9440440991232579,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.167,-0.966,0.4883,-0.4675,-1.4313,-1.93,-1.2756,0.3808,0.5411,0.7289,2.0,1,1,1,1
-0.2755692246516226,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,-0.9440440991232579,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.2894,-0.966,0.4883,-0.4675,-4.1334,-2.7673,-2.3558,-0.0481,-1.248,0.5214,2.0,1,1,1,1
0.22648786993330303,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,1.7711156914966386,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.1034,-0.966,0.4883,-0.4675,-1.0406,-1.117,1.1417,1.2238,-1.0346,-0.044,2.0,1,1,1,1
-1.5071609643011534,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,0.46741656704929097,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.2222,-0.966,0.4883,-0.4675,0.2558,-0.1144,2.6109,-1.1214,0.7653,-0.6485,2.0,1,1,1,1
0.26235254156076354,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,-0.9440440991232579,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0114,-0.966,0.4883,-0.4675,0.1804,-1.3624,0.1931,-0.5798,1.73,-0.3397,2.0,1,1,1,1
0.19186843063827905,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,1.3033907830414935,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.2142,-0.966,0.4883,-0.4675,-1.3819,-0.5288,-0.4577,-0.6073,0.5736,-0.3261,2.0,1,1,1,1
-1.0848515811444182,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,1.1304313051571888,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.3595,-0.966,0.4883,-0.4675,-1.5933,-0.5789,0.8918,-0.533,-0.2888,-1.4065,2.0,1,1,1,1
0.6208237460696675,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,-0.9440440991232579,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.3374,-0.966,0.4883,-0.4675,0.3238,0.8562,-1.0075,3.0856,0.6561,1.1073,2.0,1,1,1,1
0.029120753886892246,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,-0.9440440991232579,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0342,-0.966,0.4883,-0.4675,-0.5435,-0.2962,-0.5191,1.5939,0.2774,2.7308,2.0,1,1,1,1
0.1344460166330791,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,0.6165138244867171,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.1286,-0.966,0.4883,-0.4675,-0.5465,0.5755,0.7889,1.1881,-0.8503,0.1564,2.0,1,1,1,1
-1.4741423852391726,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,-0.9440440991232579,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.9038,-0.966,0.4883,-0.4675,-1.1637,1.3313,-0.5006,0.0982,0.0465,0.3988,2.0,1,1,1,1
-0.4073725812890232,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,0.6165138244867171,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0937,-0.966,0.4883,-0.4675,0.3479,0.4787,-0.0575,-0.0465,0.3548,1.4693,2.0,1,1,1,1
-0.15768376432715053,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,-0.9440440991232579,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.1857,-0.966,0.4883,-0.4675,-0.1676,0.2381,0.3729,0.7006,-0.1216,-0.6139,2.0,1,1,1,1
-0.2962022548487908,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,1.6453242505884782,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.0106,-0.966,0.4883,-0.4675,0.1365,0.1682,-0.2045,-0.6208,-0.3569,-1.1903,2.0,1,1,1,1
0.8692889596216836,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,0.3189273942444166,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.5166,-0.966,0.4883,-0.4675,0.3391,1.6495,-0.8811,1.0012,0.744,0.8759,2.0,1,1,1,1
-0.11406346124019678,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,-0.9440440991232579,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.7859,-0.966,0.4883,-0.4675,1.0259,1.0024,-2.382,3.0817,0.8819,2.7474,2.0,1,1,1,1
-1.1668632600248212,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,-0.9440440991232579,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.3579,-0.966,0.4883,-0.4675,0.7985,-0.0749,-0.8811,-0.234,-0.9363,0.8759,2.0,1,1,1,1
1.424955163904801,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,-0.9440440991232579,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.1775,-0.966,0.4883,-0.4675,0.6495,2.8419,-0.6243,1.5716,0.3201,2.2967,2.0,1,1,1,1
0.32402686790821406,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,0.6165138244867171,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.1922,-0.966,0.4883,-0.4675,0.1139,-0.4971,-0.2045,3.6377,0.8929,1.0833,2.0,1,1,1,1
-0.594801809646869,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,0.23335249817232243,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.4181,-0.966,0.4883,-0.4675,-0.8089,-1.2349,-1.6654,-1.3899,-0.8064,-0.2388,2.0,1,1,1,1
-0.8126447268338709,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,0.46741656704929097,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.6995,-0.966,0.4883,-0.4675,1.188,0.2472,-2.3558,-0.8972,-1.5767,-0.3485,2.0,1,1,1,1
-0.07004709110893283,-0.6489624508838782,0.8352004974289892,-0.7977608702945352,-0.04229786411607301,0.01837625116859483,-0.9440440991232579,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.0997,-0.966,0.4883,-0.4675,-1.5022,-0.6946,1.0508,0.929,0.3393,0.5214,2.0,1,1,1,1
