FAMSUP,STUBEHA,STAFFSHORT,PROPSUPP,SCHSIZE,RATCMP1,LANGN_Other,REPEAT_Repeated at lease once,SCHLTYPE_Private independent,SCHLTYPE_Public,IMMIG_Native student,external_evaluation_No,"external_evaluation_Yes, based on school initiative","external_evaluation_Yes, this is mandatory, e.g. based on district or ministry policies",Gender_Male,additional_math_classes_No,additional_math_classes_Yes,PROGN_Technical,PROGN_Vocational,CLSIZE,math_grouping,degree_of_competition,municipality_size,EDUSHORT_binned,ESCS,INSTLEAD,TEACHBEHA,DIGPREP,SCHAUTO_ORDINAL,track_student_attendance,PROATCE,SCSUPRTED,PROBSCRI
0.029120753886892246,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0342,-0.966,0.4883,-0.4675,2.0,1,1,1,1
0.1344460166330791,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.1286,-0.966,0.4883,-0.4675,2.0,1,1,1,1
-1.4741423852391726,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.9038,-0.966,0.4883,-0.4675,2.0,1,1,1,1
-0.4073725812890232,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0937,-0.966,0.4883,-0.4675,2.0,1,1,1,1
-0.15768376432715053,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.1857,-0.966,0.4883,-0.4675,2.0,1,1,1,1
-0.2962022548487908,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.0106,-0.966,0.4883,-0.4675,2.0,1,1,1,1
0.8692889596216836,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.5166,-0.966,0.4883,-0.4675,2.0,1,1,1,1
-0.11406346124019678,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.7859,-0.966,0.4883,-0.4675,2.0,1,1,1,1
-1.1668632600248212,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.3579,-0.966,0.4883,-0.4675,2.0,1,1,1,1
1.424955163904801,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.1775,-0.966,0.4883,-0.4675,2.0,1,1,1,1
