Gender,PROGN,IMMIG,LANGN,REPEAT,FAMSUP,ESCS,municipality_size,degree_of_competition,external_evaluation,math_grouping,additional_math_classes,track_student_attendance,SCHLTYPE,SCHSIZE,PROATCE,PROPSUPP,INSTLEAD,RATCMP1,STAFFSHORT,STUBEHA,TEACHBEHA,CLSIZE,SCSUPRTED,PROBSCRI,DIGPREP,SCHAUTO_ORDINAL,EDUSHORT_binned
Male,Vocational,Native student,Other,Never repeated,-2.7094,0.3195,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Italian,Never repeated,-0.7167,0.2154,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Italian,Never repeated,-0.6105,-0.3851,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Immig student,Other,Never repeated,-0.1547,0.9396,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Italian,Never repeated,-1.4203,-0.2017,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Italian,Never repeated,1.6344,0.3694,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Male,Vocational,Native student,Other,Never repeated,-0.9909,-0.3288,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Italian,Repeated at lease once,1.1193,1.158,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Immig student,Italian,Never repeated,0.2143,-0.1628,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Male,Vocational,Native student,Italian,Never repeated,,-1.0315,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Other,Repeated at lease once,-1.3418,0.6933,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Italian,Never repeated,-1.0576,-1.1758,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Male,Vocational,Native student,Italian,Never repeated,,0.1209,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Other,Never repeated,,-0.2915,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Immig student,Italian,Never repeated,-0.8898,0.8632,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Male,Vocational,Native student,Italian,Never repeated,-0.6121,-0.356,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Male,Vocational,Native student,Italian,Never repeated,0.4488,,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Italian,Never repeated,-0.1252,-1.2667,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Male,Vocational,Native student,Italian,Never repeated,-0.7007,-0.5109,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Male,Vocational,Native student,Italian,Never repeated,-0.7624,-0.9276,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Italian,Never repeated,-0.8742,-0.0299,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Male,Vocational,Native student,Italian,Never repeated,0.8112,0.4337,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Italian,Never repeated,1.6646,-0.5352,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Other,Never repeated,-0.0984,-0.1138,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Male,Vocational,Native student,Italian,Never repeated,-0.5912,1.117,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Italian,Never repeated,1.7965,-0.3363,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Vocational,Native student,Italian,Never repeated,-0.9557,-0.4186,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Male,Vocational,Native student,Italian,Never repeated,,-0.3585,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Male,Vocational,Immig student,Other,Never repeated,-0.3843,-0.0258,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,No,Yes,Public,220.0,0.6933,,-0.7291,1.0,0.8371,0.8784,-0.5488,21-25 students,Some support from education authorities,1.111,-0.9643,2.0,Middle
Female,Technical,Native student,Other,Never repeated,0.1028,0.6936,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,1.7702,-0.5981,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,0.5257,-0.4729,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Immig student,Other,Repeated at lease once,-0.5096,0.577,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Male,Technical,Native student,Other,Never repeated,-0.6017,-0.3184,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,0.1208,0.9794,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-0.2545,-0.3582,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,0.2097,1.0039,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,,Never repeated,-1.7761,0.5518,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-0.0224,0.9681,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,1.685,-0.1217,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-0.7637,-0.4681,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,0.2003,-0.9206,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Male,Technical,Native student,Other,Never repeated,-1.747,-0.1884,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Immig student,Other,Never repeated,-0.2828,-0.6248,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,0.6711,-0.4761,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-0.1795,-0.5948,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,0.2623,-0.6804,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-0.7484,0.9874,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Male,Technical,Native student,Other,Never repeated,0.0406,0.5672,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Male,Technical,Native student,Other,Never repeated,0.5969,0.9642,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-0.7122,-1.1981,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,0.5056,-0.3829,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,0.8878,0.499,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,-0.6174,-1.623,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-1.3451,-0.9319,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,0.4087,0.2347,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,0.043,0.0105,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-0.2512,-0.5206,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,,-0.2603,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Male,Technical,Native student,Other,Never repeated,-0.1504,-0.2095,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Immig student,Other,Never repeated,-0.1149,-0.0403,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-0.8514,0.1866,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-0.2009,0.1788,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,1.6749,-0.2739,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,0.031,1.3071,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-0.0221,-0.2488,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Female,Technical,Native student,Other,Never repeated,1.2725,-0.846,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Male,Technical,Native student,Other,Never repeated,-0.0165,-0.8051,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,717.0,0.0498,0.1786,0.1773,0.6849,0.592,-0.0768,0.5642,16-20 students,Some support from education authorities,0.0436,0.1942,2.0,Middle
Male,Academic,Native student,Italian,Never repeated,0.0163,-0.7087,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,0.8692,0.836,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,0.0441,-0.874,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,0.9614,0.155,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,-0.8018,0.5851,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,-1.1805,-0.6102,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,-0.5215,0.8368,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,-0.3504,0.3502,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,-0.5026,-1.0785,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
