Gender,PROGN,IMMIG,LANGN,REPEAT,FAMSUP,ESCS,municipality_size,degree_of_competition,external_evaluation,math_grouping,additional_math_classes,track_student_attendance,SCHLTYPE,SCHSIZE,PROATCE,PROPSUPP,INSTLEAD,RATCMP1,STAFFSHORT,STUBEHA,TEACHBEHA,CLSIZE,SCSUPRTED,PROBSCRI,DIGPREP,SCHAUTO_ORDINAL,EDUSHORT_binned
Male,Academic,Native student,Italian,Never repeated,-0.6831,1.0129,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,867.0,0.1929,0.4762,-0.966,0.2825,-1.4551,-1.1214,-0.3913,16-20 students,Some support from education authorities,0.0218,-0.054,2.0,Low
Female,Academic,Native student,Italian,Never repeated,0.4264,0.5399,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,867.0,0.1929,0.4762,-0.966,0.2825,-1.4551,-1.1214,-0.3913,16-20 students,Some support from education authorities,0.0218,-0.054,2.0,Low
Female,Academic,Native student,,Never repeated,-0.6911,-0.3076,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,867.0,0.1929,0.4762,-0.966,0.2825,-1.4551,-1.1214,-0.3913,16-20 students,Some support from education authorities,0.0218,-0.054,2.0,Low
Female,Academic,Immig student,Italian,Never repeated,-1.2812,-0.7033,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,867.0,0.1929,0.4762,-0.966,0.2825,-1.4551,-1.1214,-0.3913,16-20 students,Some support from education authorities,0.0218,-0.054,2.0,Low
Female,Academic,Native student,Italian,Never repeated,-2.0038,-0.7955,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,867.0,0.1929,0.4762,-0.966,0.2825,-1.4551,-1.1214,-0.3913,16-20 students,Some support from education authorities,0.0218,-0.054,2.0,Low
Female,Academic,Native student,Italian,Never repeated,-0.5956,0.4117,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,867.0,0.1929,0.4762,-0.966,0.2825,-1.4551,-1.1214,-0.3913,16-20 students,Some support from education authorities,0.0218,-0.054,2.0,Low
Female,Academic,Immig student,Other,Never repeated,-1.0533,-0.6983,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,867.0,0.1929,0.4762,-0.966,0.2825,-1.4551,-1.1214,-0.3913,16-20 students,Some support from education authorities,0.0218,-0.054,2.0,Low
Female,Academic,Native student,Italian,Never repeated,-0.1205,0.3566,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,867.0,0.1929,0.4762,-0.966,0.2825,-1.4551,-1.1214,-0.3913,16-20 students,Some support from education authorities,0.0218,-0.054,2.0,Low
Female,Academic,Immig student,Other,Never repeated,1.6733,0.0948,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,867.0,0.1929,0.4762,-0.966,0.2825,-1.4551,-1.1214,-0.3913,16-20 students,Some support from education authorities,0.0218,-0.054,2.0,Low
Male,Academic,Native student,Italian,Never repeated,-0.7629,0.8446,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,867.0,0.1929,0.4762,-0.966,0.2825,-1.4551,-1.1214,-0.3913,16-20 students,Some support from education authorities,0.0218,-0.054,2.0,Low
Female,Academic,Native student,Italian,Never repeated,0.051,1.1847,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,867.0,0.1929,0.4762,-0.966,0.2825,-1.4551,-1.1214,-0.3913,16-20 students,Some support from education authorities,0.0218,-0.054,2.0,Low
Male,Technical,Native student,Italian,Never repeated,1.7702,-0.0231,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Immig student,Italian,Never repeated,1.8953,0.233,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,0.0648,-0.1757,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,0.7689,-1.1401,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Repeated at lease once,1.9081,-0.0666,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,-0.0127,0.8508,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,0.7804,-0.2445,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-0.6964,-1.093,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Immig student,Italian,Never repeated,-0.9028,-1.1362,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Immig student,Other,Repeated at lease once,0.0076,-0.7122,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-0.4956,-0.3187,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Immig student,Other,Never repeated,0.3923,-0.6601,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,-1.2208,0.315,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,-0.4842,0.8987,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,-0.9645,0.0906,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Repeated at lease once,-1.3473,-1.0358,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-0.9448,-0.3709,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,-1.1724,0.5078,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,0.1166,-0.0114,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,1.8248,-0.5571,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,0.0954,0.5837,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,0.6095,0.4905,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Immig student,Italian,Never repeated,0.5059,-0.4202,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,0.9518,0.0407,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,0.2784,-1.3277,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-0.2423,0.3413,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,,-0.0247,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,-0.4839,-0.353,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Immig student,Other,Never repeated,-0.7064,-0.6218,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-0.0711,-0.8555,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,-0.2822,0.8047,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-1.1204,-0.0186,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-1.0567,0.384,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-0.5686,-0.0513,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,-0.7092,0.7609,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,0.4831,-0.1392,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,-0.2282,-0.5508,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Other,Never repeated,-0.511,-0.8682,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,-0.2194,-0.4537,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,1111.0,0.7551,0.1351,1.1716,0.4803,0.43,-0.0768,0.2688,21-25 students,Some support from education authorities,0.0436,0.32,2.0,Middle
Male,Technical,Native student,Other,Never repeated,-0.7268,-0.8593,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-1.1506,0.3204,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Immig student,Italian,Never repeated,,-1.0892,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Other,Never repeated,-0.6784,-1.5959,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Other,Never repeated,,-1.7058,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-2.0695,-0.6073,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Other,Never repeated,-1.7631,-0.4879,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Other,Never repeated,,-1.1491,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Immig student,Other,Repeated at lease once,-0.2082,0.402,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Other,Never repeated,1.4835,-0.0424,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-0.6585,-0.98,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Other,Never repeated,,-1.2312,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,0.3937,-0.3795,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Other,Never repeated,0.3921,-2.0192,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Other,Never repeated,-0.623,-1.5676,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Other,Never repeated,1.7504,-1.2135,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Other,Repeated at lease once,-0.7859,-1.3553,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Other,Never repeated,-0.7702,-1.207,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Italian,Repeated at lease once,,-0.7494,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-0.8485,-0.3647,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-2.5102,-1.2898,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-2.7671,-0.279,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,-0.1401,-1.2256,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-0.5189,-1.1327,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Female,Technical,Native student,Other,Never repeated,-0.3676,-0.129,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,1.6535,-1.0477,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,222.0,0.7692,0.6429,0.1773,0.7143,-0.7828,0.8332,0.6101,15 students or fewer,Some support from education authorities,0.3786,0.4949,2.0,Middle
